"SCPTDATA_ID","SERIES_NUM","LUSE","HABT_CODE","SPECIES","BROAD_HABITAT","DESCRIPTION","LC_2007","COUNTRY_CODE","DESCRIPTION1","Common","PC COVER"
10205268,546,"AN","101","9201183",5,"Lolium perenne","10e","ENG","25-50%","Perennial Rye-grass",50
10193839,241,"AN","101","9201183",5,"Lolium perenne","11e","ENG","50-75%","Perennial Rye-grass",75
10205261,546,"AN","101","9201183",5,"Lolium perenne","10e","ENG","50-75%","Perennial Rye-grass",75
10205247,546,"AN","101","9201183",5,"Lolium perenne","10e","ENG","25-50%","Perennial Rye-grass",50
10205245,546,"AN","133","9201183",6,"Lolium perenne","10e","ENG","<10%","Perennial Rye-grass",10
10193826,241,"AN","133","9201183",6,"Lolium perenne","11e","ENG","25-50%","Perennial Rye-grass",50
10205243,546,"AN","101","9201183",5,"Lolium perenne","10e","ENG","50-75%","Perennial Rye-grass",75
10205239,546,"AN","101","9201183",5,"Lolium perenne","10e","ENG","50-75%","Perennial Rye-grass",75
10205234,546,"AN","101","9201183",5,"Lolium perenne","10e","ENG","50-75%","Perennial Rye-grass",75
10205232,546,"AN","101","9201183",5,"Lolium perenne","10e","ENG","50-75%","Perennial Rye-grass",75
10205230,546,"AN","101","9201183",5,"Lolium perenne","10e","ENG","25-50%","Perennial Rye-grass",50
10206011,561,"AN","101","9201183",5,"Lolium perenne","7w","WAL","50-75%","Perennial Rye-grass",75
10209309,658,"AN","10001","9201183",6,"Lolium perenne","19e","ENG","<10%","Perennial Rye-grass",10
10189559,120,"AN","101","9201183",5,"Lolium perenne","3e","ENG","75-95%","Perennial Rye-grass",95
10205223,546,"AN","101","9201183",5,"Lolium perenne","10e","ENG","50-75%","Perennial Rye-grass",75
10184946,18,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10188449,101,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10193798,241,"AN","142","9201183",5,"Lolium perenne","11e","ENG","75-95%","Perennial Rye-grass",95
10205221,546,"AN","101","9201183",5,"Lolium perenne","10e","ENG","50-75%","Perennial Rye-grass",75
10205213,546,"AN","101","9201183",5,"Lolium perenne","10e","ENG","50-75%","Perennial Rye-grass",75
10188447,101,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10193794,241,"AN","101","9201183",5,"Lolium perenne","11e","ENG","50-75%","Perennial Rye-grass",75
10205199,546,"AN","101","9201183",5,"Lolium perenne","10e","ENG","25-50%","Perennial Rye-grass",50
10185851,47,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10188441,101,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10205189,546,"AN","101","9201183",5,"Lolium perenne","10e","ENG","50-75%","Perennial Rye-grass",75
10205184,545,"AN","101","9201183",5,"Lolium perenne","13e","ENG","95-100%","Perennial Rye-grass",0
10185847,47,"AN","101","9201183",5,"Lolium perenne","6e","ENG","50-75%","Perennial Rye-grass",75
10205173,545,"AN","101","9201183",5,"Lolium perenne","13e","ENG","50-75%","Perennial Rye-grass",75
10205168,545,"AN","101","9201183",5,"Lolium perenne","13e","ENG","75-95%","Perennial Rye-grass",95
10184557,300,"AN","101","9201183",5,"Lolium perenne","11e","ENG","50-75%","Perennial Rye-grass",75
10184941,18,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10188430,101,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10205165,545,"AN","101","9201183",5,"Lolium perenne","13e","ENG","75-95%","Perennial Rye-grass",95
10205162,545,"AN","101","9201183",5,"Lolium perenne","13e","ENG","50-75%","Perennial Rye-grass",75
10188428,101,"AN","101","9201183",5,"Lolium perenne","6e","ENG","50-75%","Perennial Rye-grass",75
10205160,545,"AN","101","9201183",5,"Lolium perenne","13e","ENG","75-95%","Perennial Rye-grass",95
10205155,545,"AN","101","9201183",5,"Lolium perenne","13e","ENG","50-75%","Perennial Rye-grass",75
10185823,47,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10188424,101,"AN","101","9201183",5,"Lolium perenne","6e","ENG","75-95%","Perennial Rye-grass",95
10193765,234,"AN","101","9201183",5,"Lolium perenne","5w","WAL","50-75%","Perennial Rye-grass",75
10193761,234,"AN","101","9201183",5,"Lolium perenne","5w","WAL","50-75%","Perennial Rye-grass",75
10185817,47,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10188422,101,"AN","101","9201183",5,"Lolium perenne","6e","ENG","75-95%","Perennial Rye-grass",95
10205133,545,"AN","101","9201183",5,"Lolium perenne","13e","ENG","75-95%","Perennial Rye-grass",95
10209698,671,"AN","101","9201183",5,"Lolium perenne","16e","ENG","50-75%","Perennial Rye-grass",75
10209706,671,"AN","101","9201183",5,"Lolium perenne","16e","ENG","25-50%","Perennial Rye-grass",50
10184554,300,"AN","101","9201183",5,"Lolium perenne","11e","ENG","25-50%","Perennial Rye-grass",50
10185815,47,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10205129,545,"AN","101","9201183",5,"Lolium perenne","13e","ENG","50-75%","Perennial Rye-grass",75
10205124,545,"AN","101","9201183",5,"Lolium perenne","13e","ENG","50-75%","Perennial Rye-grass",75
10193749,234,"AN","101","9201183",5,"Lolium perenne","5w","WAL","50-75%","Perennial Rye-grass",75
10205120,545,"AN","101","9201183",5,"Lolium perenne","13e","ENG","75-95%","Perennial Rye-grass",95
10188407,99,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10205108,544,"AN","101","9201183",5,"Lolium perenne","15e","ENG","75-95%","Perennial Rye-grass",95
10188403,99,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10193745,234,"AN","101","9201183",5,"Lolium perenne","5w","WAL","25-50%","Perennial Rye-grass",50
10205102,544,"AN","10001","9201183",6,"Lolium perenne","15e","ENG","25-50%","Perennial Rye-grass",50
10185799,47,"AN","101","9201183",5,"Lolium perenne","6e","ENG","50-75%","Perennial Rye-grass",75
10193738,234,"AN","101","9201183",5,"Lolium perenne","5w","WAL","50-75%","Perennial Rye-grass",75
10205093,544,"AN","101","9201183",5,"Lolium perenne","15e","ENG","50-75%","Perennial Rye-grass",75
10188396,99,"AN","101","9201183",5,"Lolium perenne","6e","ENG","50-75%","Perennial Rye-grass",75
10184930,18,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10185798,47,"AN","101","9201183",5,"Lolium perenne","6e","ENG","50-75%","Perennial Rye-grass",75
10205085,544,"AN","101","9201183",5,"Lolium perenne","15e","ENG","50-75%","Perennial Rye-grass",75
10205082,544,"AN","10001","9201183",6,"Lolium perenne","15e","ENG","25-50%","Perennial Rye-grass",50
10188391,99,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10193725,234,"AN","101","9201183",5,"Lolium perenne","5w","WAL","25-50%","Perennial Rye-grass",50
10205070,544,"AN","101","9201183",5,"Lolium perenne","15e","ENG","25-50%","Perennial Rye-grass",50
10205062,544,"AN","101","9201183",5,"Lolium perenne","15e","ENG","25-50%","Perennial Rye-grass",50
10188390,99,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10205059,544,"AN","101","9201183",5,"Lolium perenne","15e","ENG","95-100%","Perennial Rye-grass",0
10205037,544,"AN","10001","9201183",6,"Lolium perenne","15e","ENG","25-50%","Perennial Rye-grass",50
10193700,234,"AN","101","9201183",5,"Lolium perenne","5w","WAL","50-75%","Perennial Rye-grass",75
10205035,544,"AN","10001","9201183",6,"Lolium perenne","15e","ENG","10-25%","Perennial Rye-grass",25
10205008,544,"AN","10001","9201183",6,"Lolium perenne","15e","ENG","10-25%","Perennial Rye-grass",25
10186484,68,"AN","10001","9201183",6,"Lolium perenne","7e","ENG","10-25%","Perennial Rye-grass",25
10205002,543,"AN","101","9201183",5,"Lolium perenne","13e","ENG","10-25%","Perennial Rye-grass",25
10183879,13,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10185781,47,"AN","101","9201183",5,"Lolium perenne","6e","ENG","75-95%","Perennial Rye-grass",95
10193696,234,"AN","101","9201183",5,"Lolium perenne","5w","WAL","25-50%","Perennial Rye-grass",50
10204981,543,"AN","101","9201183",5,"Lolium perenne","13e","ENG","25-50%","Perennial Rye-grass",50
10204962,543,"AN","101","9201183",5,"Lolium perenne","13e","ENG","25-50%","Perennial Rye-grass",50
10193694,234,"AN","101","9201183",5,"Lolium perenne","5w","WAL","50-75%","Perennial Rye-grass",75
10204938,543,"AN","101","9201183",5,"Lolium perenne","13e","ENG","25-50%","Perennial Rye-grass",50
10204915,543,"AN","101","9201183",5,"Lolium perenne","13e","ENG","50-75%","Perennial Rye-grass",75
10188380,99,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10193683,232,"AN","101","9201183",5,"Lolium perenne","17w2","WAL","75-95%","Perennial Rye-grass",95
10204886,543,"AN","101","9201183",5,"Lolium perenne","13e","ENG","25-50%","Perennial Rye-grass",50
10204867,541,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","50-75%","Perennial Rye-grass",75
10193653,232,"AN","101","9201183",5,"Lolium perenne","17w2","WAL","25-50%","Perennial Rye-grass",50
10204855,541,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","50-75%","Perennial Rye-grass",75
10204849,541,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","50-75%","Perennial Rye-grass",75
10209853,694,"AN","101","9201183",5,"Lolium perenne","19e","ENG","50-75%","Perennial Rye-grass",75
10184926,18,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10188369,99,"AN","101","9201183",5,"Lolium perenne","6e","ENG","50-75%","Perennial Rye-grass",75
10204844,541,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","75-95%","Perennial Rye-grass",95
10204830,541,"AN","101","9201183",8,"Lolium perenne","17w3","WAL","<10%","Perennial Rye-grass",10
10204827,541,"AN","101","9201183",8,"Lolium perenne","17w3","WAL","<10%","Perennial Rye-grass",10
10204826,541,"AN","101","9201183",8,"Lolium perenne","17w3","WAL","<10%","Perennial Rye-grass",10
10204820,541,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","25-50%","Perennial Rye-grass",50
10188356,99,"AN","101","9201183",5,"Lolium perenne","6e","ENG","50-75%","Perennial Rye-grass",75
10204816,541,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","50-75%","Perennial Rye-grass",75
10204814,540,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","50-75%","Perennial Rye-grass",75
10204803,540,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","75-95%","Perennial Rye-grass",95
10193541,232,"AN","101","9201183",5,"Lolium perenne","17w2","WAL","25-50%","Perennial Rye-grass",50
10204775,540,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","50-75%","Perennial Rye-grass",75
10204749,540,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","25-50%","Perennial Rye-grass",50
10196204,322,"AN","101","9201183",5,"Lolium perenne","17w2","WAL","50-75%","Perennial Rye-grass",75
10209864,694,"AN","101","9201183",5,"Lolium perenne","19e","ENG","50-75%","Perennial Rye-grass",75
10184921,18,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10188346,99,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10193523,294,"AN","101","9201183",5,"Lolium perenne","17e","ENG","50-75%","Perennial Rye-grass",75
10204719,540,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","50-75%","Perennial Rye-grass",75
10204714,540,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","25-50%","Perennial Rye-grass",50
10204709,539,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","25-50%","Perennial Rye-grass",50
10204700,539,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","50-75%","Perennial Rye-grass",75
10209898,699,"AN","101","9201183",5,"Lolium perenne","13e","ENG","25-50%","Perennial Rye-grass",50
10185752,43,"AN","101","9201183",5,"Lolium perenne","7e","ENG","50-75%","Perennial Rye-grass",75
10188339,99,"AN","101","9201183",5,"Lolium perenne","6e","ENG","75-95%","Perennial Rye-grass",95
10204670,539,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","25-50%","Perennial Rye-grass",50
10185747,43,"AN","101","9201183",5,"Lolium perenne","7e","ENG","50-75%","Perennial Rye-grass",75
10188324,99,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10188300,93,"AN","101","9201183",5,"Lolium perenne","4e","ENG","10-25%","Perennial Rye-grass",25
10186502,68,"AN","10001","9201183",6,"Lolium perenne","7e","ENG","10-25%","Perennial Rye-grass",25
10184548,300,"AN","101","9201183",5,"Lolium perenne","11e","ENG","25-50%","Perennial Rye-grass",50
10188294,93,"AN","101","9201183",5,"Lolium perenne","4e","ENG","25-50%","Perennial Rye-grass",50
10193449,244,"AN","101","9201183",5,"Lolium perenne","2e","ENG","10-25%","Perennial Rye-grass",25
10204638,539,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","25-50%","Perennial Rye-grass",50
10204632,539,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","25-50%","Perennial Rye-grass",50
10204631,539,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","50-75%","Perennial Rye-grass",75
10185090,22,"AN","101","9201183",5,"Lolium perenne","6e","ENG","50-75%","Perennial Rye-grass",75
10184914,18,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10188279,93,"AN","101","9201183",5,"Lolium perenne","4e","ENG","75-95%","Perennial Rye-grass",95
10204623,539,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","50-75%","Perennial Rye-grass",75
10204612,539,"AN","101","9201183",5,"Lolium perenne","17w3","WAL","25-50%","Perennial Rye-grass",50
10188261,91,"AN","10001","9201183",6,"Lolium perenne","2e","ENG","<10%","Perennial Rye-grass",10
10204595,535,"AN","101","9201183",5,"Lolium perenne","4e","ENG","75-95%","Perennial Rye-grass",95
10204582,535,"AN","101","9201183",5,"Lolium perenne","4e","ENG","75-95%","Perennial Rye-grass",95
10206033,563,"AN","101","9201183",5,"Lolium perenne","5w","WAL","25-50%","Perennial Rye-grass",50
10196119,319,"AN","101","9201183",5,"Lolium perenne","17w2","WAL","50-75%","Perennial Rye-grass",75
10209649,669,"AN","10001","9201183",6,"Lolium perenne","18e","ENG","10-25%","Perennial Rye-grass",25
10196205,322,"AN","101","9201183",5,"Lolium perenne","17w2","WAL","25-50%","Perennial Rye-grass",50
10183945,13,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10193243,225,"AN","101","9201183",5,"Lolium perenne","6w","WAL","50-75%","Perennial Rye-grass",75
10204568,535,"AN","101","9201183",5,"Lolium perenne","4e","ENG","75-95%","Perennial Rye-grass",95
10204540,534,"AN","101","9201183",5,"Lolium perenne","12e","ENG","25-50%","Perennial Rye-grass",50
10193235,225,"AN","101","9201183",5,"Lolium perenne","6w","WAL","50-75%","Perennial Rye-grass",75
10204505,533,"AN","101","9201183",5,"Lolium perenne","11e","ENG","10-25%","Perennial Rye-grass",25
10204502,533,"AN","101","9201183",5,"Lolium perenne","11e","ENG","10-25%","Perennial Rye-grass",25
10184912,18,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10193227,224,"AN","101","9201183",5,"Lolium perenne","6w","WAL","50-75%","Perennial Rye-grass",75
10204494,533,"AN","101","9201183",5,"Lolium perenne","11e","ENG","10-25%","Perennial Rye-grass",25
10204480,533,"AN","101","9201183",5,"Lolium perenne","11e","ENG","50-75%","Perennial Rye-grass",75
10193217,224,"AN","101","9201183",5,"Lolium perenne","6w","WAL","50-75%","Perennial Rye-grass",75
10204461,533,"AN","101","9201183",5,"Lolium perenne","11e","ENG","50-75%","Perennial Rye-grass",75
10204436,533,"AN","101","9201183",5,"Lolium perenne","11e","ENG","50-75%","Perennial Rye-grass",75
10189659,121,"AN","101","9201183",5,"Lolium perenne","3e","ENG","25-50%","Perennial Rye-grass",50
10184911,18,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10193198,224,"AN","101","9201183",5,"Lolium perenne","6w","WAL","50-75%","Perennial Rye-grass",75
10204393,532,"AN","101","9201183",5,"Lolium perenne","11e","ENG","50-75%","Perennial Rye-grass",75
10204378,521,"AN","101","9201183",5,"Lolium perenne","18w","WAL","50-75%","Perennial Rye-grass",75
10192981,214,"AN","101","9201183",5,"Lolium perenne","2e","ENG","95-100%","Perennial Rye-grass",0
10204343,521,"AN","101","9201183",5,"Lolium perenne","18w","WAL","25-50%","Perennial Rye-grass",50
10204332,521,"AN","101","9201183",5,"Lolium perenne","18w","WAL","50-75%","Perennial Rye-grass",75
10204320,521,"AN","101","9201183",5,"Lolium perenne","18w","WAL","50-75%","Perennial Rye-grass",75
10188210,91,"AN","101","9201183",5,"Lolium perenne","2e","ENG","10-25%","Perennial Rye-grass",25
10192970,214,"AN","101","9201183",5,"Lolium perenne","2e","ENG","75-95%","Perennial Rye-grass",95
10204316,521,"AN","101","9201183",5,"Lolium perenne","18w","WAL","25-50%","Perennial Rye-grass",50
10188192,91,"AN","10001","9201183",6,"Lolium perenne","2e","ENG","10-25%","Perennial Rye-grass",25
10204309,521,"AN","101","9201183",5,"Lolium perenne","18w","WAL","50-75%","Perennial Rye-grass",75
10192955,214,"AN","101","9201183",5,"Lolium perenne","2e","ENG","50-75%","Perennial Rye-grass",75
10209973,743,"AN","101","9201183",5,"Lolium perenne","25e","ENG","25-50%","Perennial Rye-grass",50
10183985,15,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10188166,90,"AN","101","9201183",5,"Lolium perenne","2e","ENG","25-50%","Perennial Rye-grass",50
10192953,214,"AN","101","9201183",5,"Lolium perenne","2e","ENG","50-75%","Perennial Rye-grass",75
10204295,521,"AN","101","9201183",5,"Lolium perenne","18w","WAL","25-50%","Perennial Rye-grass",50
10204286,521,"AN","101","9201183",5,"Lolium perenne","18w","WAL","50-75%","Perennial Rye-grass",75
10185715,43,"AN","101","9201183",5,"Lolium perenne","7e","ENG","25-50%","Perennial Rye-grass",50
10204283,521,"AN","101","9201183",5,"Lolium perenne","18w","WAL","25-50%","Perennial Rye-grass",50
10204277,521,"AN","101","9201183",5,"Lolium perenne","18w","WAL","25-50%","Perennial Rye-grass",50
10204273,521,"AN","101","9201183",5,"Lolium perenne","18w","WAL","50-75%","Perennial Rye-grass",75
10185710,43,"AN","101","9201183",5,"Lolium perenne","7e","ENG","25-50%","Perennial Rye-grass",50
10192891,212,"AN","101","9201183",5,"Lolium perenne","1e","ENG","50-75%","Perennial Rye-grass",75
10204268,521,"AN","101","9201183",5,"Lolium perenne","18w","WAL","50-75%","Perennial Rye-grass",75
10188146,90,"AN","101","9201183",5,"Lolium perenne","2e","ENG","50-75%","Perennial Rye-grass",75
10204258,521,"AN","101","9201183",5,"Lolium perenne","18w","WAL","50-75%","Perennial Rye-grass",75
10204249,521,"AN","101","9201183",5,"Lolium perenne","18w","WAL","50-75%","Perennial Rye-grass",75
10184541,300,"AN","101","9201183",5,"Lolium perenne","11e","ENG","75-95%","Perennial Rye-grass",95
10188145,90,"AN","101","9201183",5,"Lolium perenne","2e","ENG","25-50%","Perennial Rye-grass",50
10192864,212,"AN","101","9201183",5,"Lolium perenne","1e","ENG","50-75%","Perennial Rye-grass",75
10204240,521,"AN","101","9201183",5,"Lolium perenne","18w","WAL","25-50%","Perennial Rye-grass",50
10204180,518,"AN","101","9201183",5,"Lolium perenne","17w1","WAL","25-50%","Perennial Rye-grass",50
10204174,518,"AN","101","9201183",5,"Lolium perenne","17w1","WAL","25-50%","Perennial Rye-grass",50
10204173,518,"AN","101","9201183",5,"Lolium perenne","17w1","WAL","10-25%","Perennial Rye-grass",25
10204162,518,"AN","101","9201183",5,"Lolium perenne","17w1","WAL","50-75%","Perennial Rye-grass",75
10188137,90,"AN","101","9201183",5,"Lolium perenne","2e","ENG","25-50%","Perennial Rye-grass",50
10204142,518,"AN","101","9201183",5,"Lolium perenne","17w1","WAL","50-75%","Perennial Rye-grass",75
10204135,518,"AN","101","9201183",5,"Lolium perenne","17w1","WAL","50-75%","Perennial Rye-grass",75
10204102,518,"AN","101","9201183",5,"Lolium perenne","17w1","WAL","50-75%","Perennial Rye-grass",75
10204079,518,"AN","101","9201183",5,"Lolium perenne","17w1","WAL","25-50%","Perennial Rye-grass",50
10204077,518,"AN","101","9201183",5,"Lolium perenne","17w1","WAL","25-50%","Perennial Rye-grass",50
10204068,518,"AN","101","9201183",5,"Lolium perenne","17w1","WAL","25-50%","Perennial Rye-grass",50
10210007,825,"AN","101","9201183",5,"Lolium perenne","27s","SCO","50-75%","Perennial Rye-grass",75
10210023,825,"AN","101","9201183",5,"Lolium perenne","27s","SCO","75-95%","Perennial Rye-grass",95
10183877,13,"AN","101","9201183",5,"Lolium perenne","6e","ENG","75-95%","Perennial Rye-grass",95
10184903,18,"AN","101","9201183",5,"Lolium perenne","6e","ENG","25-50%","Perennial Rye-grass",50
10185690,43,"AN","101","9201183",5,"Lolium perenne","7e","ENG","50-75%","Perennial Rye-grass",75
10204058,518,"AN","10001","9201183",6,"Lolium perenne","17w1","WAL","10-25%","Perennial Rye-grass",25
10204049,518,"AN","101","9201183",5,"Lolium perenne","17w1","WAL","25-50%","Perennial Rye-grass",50
10188124,90,"AN","101","9201183",5,"Lolium perenne","2e","ENG","25-50%","Perennial Rye-grass",50
10192822,212,"AN","101","9201183",5,"Lolium perenne","1e","ENG","75-95%","Perennial Rye-grass",95
10204001,518,"AN","101","9201183",5,"Lolium perenne","17w1","WAL","25-50%","Perennial Rye-grass",50
10196358,326,"AN","101","9201183",5,"Lolium perenne","1e","ENG","25-50%","Perennial Rye-grass",50
10192819,212,"AN","101","9201183",5,"Lolium perenne","1e","ENG","25-50%","Perennial Rye-grass",50
10203992,518,"AN","101","9201183",5,"Lolium perenne","17w1","WAL","25-50%","Perennial Rye-grass",50
10203986,518,"AN","101","9201183",5,"Lolium perenne","17w1","WAL","25-50%","Perennial Rye-grass",50
10188013,87,"AN","101","9201183",5,"Lolium perenne","2e","ENG","25-50%","Perennial Rye-grass",50
10192810,212,"AN","101","9201183",5,"Lolium perenne","1e","ENG","50-75%","Perennial Rye-grass",75
10203979,518,"AN","10001","9201183",6,"Lolium perenne","17w1","WAL","10-25%","Perennial Rye-grass",25
10184537,300,"AN","101","9201183",5,"Lolium perenne","11e","ENG","25-50%","Perennial Rye-grass",50
10192806,212,"AN","101","9201183",5,"Lolium perenne","1e","ENG","50-75%","Perennial Rye-grass",75
10203977,518,"AN","101","9201183",5,"Lolium perenne","17w1","WAL","25-50%","Perennial Rye-grass",50
10203976,518,"AN","101","9201183",5,"Lolium perenne","17w1","WAL","25-50%","Perennial Rye-grass",50
10203966,513,"AN","133","9201183",6,"Lolium perenne","4e","ENG","25-50%","Perennial Rye-grass",50
10192794,212,"AN","101","9201183",5,"Lolium perenne","1e","ENG","50-75%","Perennial Rye-grass",75
10203898,510,"AN","101","9201183",5,"Lolium perenne","3e","ENG","75-95%","Perennial Rye-grass",95
10203891,510,"AN","101","9201183",5,"Lolium perenne","3e","ENG","50-75%","Perennial Rye-grass",75
10210074,853,"AN","101","9201183",5,"Lolium perenne","30s","SCO","25-50%","Perennial Rye-grass",50
10187949,86,"AN","101","9201183",5,"Lolium perenne","2e","ENG","10-25%","Perennial Rye-grass",25
10203822,507,"AN","101","9201183",5,"Lolium perenne","12e","ENG","50-75%","Perennial Rye-grass",75
10203814,507,"AN","101","9201183",5,"Lolium perenne","12e","ENG","50-75%","Perennial Rye-grass",75
10192783,212,"AN","101","9201183",5,"Lolium perenne","1e","ENG","25-50%","Perennial Rye-grass",50
10192779,212,"AN","101","9201183",5,"Lolium perenne","1e","ENG","50-75%","Perennial Rye-grass",75
10192776,212,"AN","101","9201183",5,"Lolium perenne","1e","ENG","50-75%","Perennial Rye-grass",75
10189712,125,"AN","101","9201183",5,"Lolium perenne","17e","ENG","25-50%","Perennial Rye-grass",50
10184536,300,"AN","101","9201183",5,"Lolium perenne","11e","ENG","75-95%","Perennial Rye-grass",95
10187946,86,"AN","101","9201183",5,"Lolium perenne","2e","ENG","10-25%","Perennial Rye-grass",25
10192774,209,"AN","101","9201183",5,"Lolium perenne","2e","ENG","25-50%","Perennial Rye-grass",50
10203724,507,"AN","101","9201183",5,"Lolium perenne","12e","ENG","25-50%","Perennial Rye-grass",50
10203708,507,"AC","143","9201183",4,"Lolium perenne","12e","ENG","25-50%","Perennial Rye-grass",50
10203679,507,"AC","10016","9201183",4,"Lolium perenne","12e","ENG","25-50%","Perennial Rye-grass",50
10203647,503,"AN","101","9201183",5,"Lolium perenne","12e","ENG","50-75%","Perennial Rye-grass",75
10203625,503,"AN","101","9201183",5,"Lolium perenne","12e","ENG","10-25%","Perennial Rye-grass",25
10192759,209,"AN","101","9201183",5,"Lolium perenne","2e","ENG","75-95%","Perennial Rye-grass",95
10203624,503,"AN","101","9201183",5,"Lolium perenne","12e","ENG","25-50%","Perennial Rye-grass",50
10203611,503,"AN","101","9201183",5,"Lolium perenne","12e","ENG","50-75%","Perennial Rye-grass",75
10203598,502,"AN","101","9201183",5,"Lolium perenne","11e","ENG","25-50%","Perennial Rye-grass",50
10203578,502,"AN","101","9201183",5,"Lolium perenne","11e","ENG","50-75%","Perennial Rye-grass",75
10192744,209,"AN","101","9201183",5,"Lolium perenne","2e","ENG","25-50%","Perennial Rye-grass",50
10203555,502,"AN","101","9201183",5,"Lolium perenne","11e","ENG","25-50%","Perennial Rye-grass",50
10189713,125,"AN","101","9201183",5,"Lolium perenne","17e","ENG","50-75%","Perennial Rye-grass",75
10196383,326,"AN","101","9201183",5,"Lolium perenne","1e","ENG","50-75%","Perennial Rye-grass",75
10187927,90,"AN","101","9201183",5,"Lolium perenne","2e","ENG","25-50%","Perennial Rye-grass",50
10203551,502,"AN","101","9201183",5,"Lolium perenne","11e","ENG","25-50%","Perennial Rye-grass",50
10203543,502,"AN","101","9201183",5,"Lolium perenne","11e","ENG","25-50%","Perennial Rye-grass",50
10187922,86,"AN","10001","9201183",6,"Lolium perenne","2e","ENG","10-25%","Perennial Rye-grass",25
10203538,502,"AN","101","9201183",5,"Lolium perenne","11e","ENG","25-50%","Perennial Rye-grass",50
10203514,502,"AN","101","9201183",5,"Lolium perenne","11e","ENG","50-75%","Perennial Rye-grass",75
10189716,125,"AN","101","9201183",5,"Lolium perenne","17e","ENG","50-75%","Perennial Rye-grass",75
10187917,86,"AN","10001","9201183",6,"Lolium perenne","2e","ENG","10-25%","Perennial Rye-grass",25
10192726,208,"AN","101","9201183",5,"Lolium perenne","1e","ENG","25-50%","Perennial Rye-grass",50
10192725,208,"AN","101","9201183",5,"Lolium perenne","1e","ENG","25-50%","Perennial Rye-grass",50
10192723,208,"AN","101","9201183",5,"Lolium perenne","1e","ENG","50-75%","Perennial Rye-grass",75
10203340,494,"AN","101","9201183",5,"Lolium perenne","5w","WAL","25-50%","Perennial Rye-grass",50
10203334,494,"AN","101","9201183",5,"Lolium perenne","5w","WAL","25-50%","Perennial Rye-grass",50
